Region,Subregion,Country,Drug Type,Source,Notes,Year,Lifetime,Past Month,Past Year
Europe,South-Eastern Europe,Croatia,Opioids,ESPAD,Heroin,2015,1,,
Europe,South-Eastern Europe,Montenegro,Opioids,ESPAD,Heroin,2011,1.2,,
Europe,South-Eastern Europe,Montenegro,Opioids,ESPAD,-,2008,1,,
Europe,South-Eastern Europe,Montenegro,Opioids,ARQ,Heroin,2015,2,,
Europe,South-Eastern Europe,Montenegro,Opioids,ARQ,Heroin,2015,3,,
Europe,South-Eastern Europe,North Macedonia,Opioids,ESPAD,Heroin,2015,1,,
Europe,South-Eastern Europe,North Macedonia,Opioids,ARQ,Heroin,2015,0.9,,
Europe,South-Eastern Europe,Romania,Opioids,ESPAD,-,2007,0.3,,
Europe,South-Eastern Europe,Romania,Opioids,ARQ,-,2011,1.1,,
Europe,South-Eastern Europe,Romania,Opioids,ARQ,-,2015,1.8,,
Europe,South-Eastern Europe,Romania,Opioids,ARQ,Heroin,2015,1.8,,
Europe,South-Eastern Europe,Serbia,Opioids,ARQ,-,2008,0.8,,
Europe,South-Eastern Europe,Serbia,Opioids,ARQ / ESPAD,-,2011,1.1,,
Europe,South-Eastern Europe,Turkey,Opioids,ESPAD,-,2003,1.5,,0.8
Europe,Western and Central Europe,Austria,Opioids,ESPAD,-,2007,1.8,,
Europe,Western and Central Europe,Austria,Opioids,ARQ,Heroin,2007,1.7,,
Europe,Western and Central Europe,Austria,Opioids,ARQ / ESPAD,Heroin,2015,0.6,,
Europe,Western and Central Europe,Belgium,Opioids,ARQ,Heroin,2010,0.89,,0.3
Europe,Western and Central Europe,Belgium,Opioids,ARQ,Heroin,2011,0.8,,0.2
Europe,Western and Central Europe,Belgium,Opioids,ARQ,Heroin,2012,0.4,,0.2
Europe,Western and Central Europe,Belgium,Opioids,ARQ,"Heroin, Flemish part",2012,0.6,,0.3
Europe,Western and Central Europe,Belgium,Opioids,ESPAD,"Heroin, Flemish part",2014,1,,
Europe,Western and Central Europe,Belgium,Opioids,ESPAD,"Heroin, Flemish part",2015,1,,
Europe,Western and Central Europe,Cyprus,Opioids,ESPAD,-,2007,2,,
Europe,Western and Central Europe,Cyprus,Opioids,ARQ,Heroin,2007,2,,
Europe,Western and Central Europe,Cyprus,Opioids,ESPAD,Heroin,2011,3,,
Europe,Western and Central Europe,Cyprus,Opioids,ESPAD,-,2011,3,,
Europe,Western and Central Europe,Cyprus,Opioids,ARQ,Heroin,2012,,,0.1
Europe,Western and Central Europe,Cyprus,Opioids,ESPAD,Heroin,2015,3,,
Europe,Western and Central Europe,Cyprus,Opioids,ESPAD,Heroin,2016,0.3,,
Europe,Western and Central Europe,Czechia,Opioids,Govt./ ESPAD,Heroin and opiates,2007,2,0.6,1.2
Europe,Western and Central Europe,Czechia,Opioids,ARQ,Heroin,2007,1,,
Europe,Western and Central Europe,Czechia,Opioids,ARQ,-,2011,1.4,0.3,0.7
Europe,Western and Central Europe,Czechia,Opioids,ARQ / ESPAD,Heroin,2015,0.7,,
Europe,Western and Central Europe,Czechia,Opioids,ARQ / ESPAD,Heroin,2016,1.1,0.2,0.5
Europe,Western and Central Europe,Denmark,Opioids,ARQ,-,2007,0.5,,
Europe,Western and Central Europe,Denmark,Opioids,ESPAD,Heroin,2015,1,,
Europe,Western and Central Europe,Estonia,Opioids,ARQ,-,2007,1.3,,
Europe,Western and Central Europe,Estonia,Opioids,ARQ,Heroin,2011,1,,
Europe,Western and Central Europe,Estonia,Opioids,ARQ,Heroin,2013,0.3,,
Europe,Western and Central Europe,Estonia,Opioids,ARQ,"Pharmaceutical opioids, Fentanly",2013,0.2,,
Europe,Western and Central Europe,Estonia,Opioids,ARQ (ESPAD),Heroin,2015,1,,
Europe,Western and Central Europe,Faroe Islands,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Faroe Islands,Opioids,ESPAD,Heroin,2015,0,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,Heroin,2007,1,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,Prescription opioids,2007,1,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,Heroin,2011,1,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,Prescription opioids,2011,1,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,Heroin,2013,1,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,Pharmaceutical opioids,2013,1,,
Europe,Western and Central Europe,Finland,Opioids,ARQ,-,2013,2,,
Europe,Western and Central Europe,Finland,Opioids,ARQ (ESPAD),Heroin,2015,1,,
Europe,Western and Central Europe,France,Opioids,ESPAD,-,2007,3,,
Europe,Western and Central Europe,France,Opioids,ARQ,-,2011,0.9,,0.6
Europe,Western and Central Europe,France,Opioids,ARQ,Heroin. Urban areas (excluding overseas departments),2014,1,,0.4
Europe,Western and Central Europe,France,Opioids,ESPAD,Heroin,2015,2,,
Europe,Western and Central Europe,France,Opioids,ARQ,Heroin,2017,0.7,,0.3
Europe,Western and Central Europe,Germany,Opioids,Die Drogenaffinität Jugendlicher in der Bundesrepublik Deutschland 2008.,Heroin,2008,0.3,,
Europe,Western and Central Europe,Germany,Opioids,ARQ,"Heroin, Select regions",2007,1.1,,
Europe,Western and Central Europe,Germany,Opioids,ARQ,Heroin. Select regions,2011,0.8,,
Europe,Western and Central Europe,Germany,Opioids,ARQ,Heroin.  Region Frankfurt am Main,2012,0,,
Europe,Western and Central Europe,Germany,Opioids,ARQ,Heroin.  Region Frankfurt am Main,2015,0.5,,
Europe,Western and Central Europe,Germany,Opioids,ARQ / DAS Data,Heroin,2015,1,0.5,
Europe,Western and Central Europe,Gibraltar,Opioids,ARQ,-,2002,,,1.5
Europe,Western and Central Europe,Gibraltar,Opioids,ARQ,other illicit opioids,2019,,0.26,0.74
Europe,Western and Central Europe,Greece,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Greece,Opioids,ARQ,Heroin,2011,1,,
Europe,Western and Central Europe,Greece,Opioids,ARQ / ESPAD,Heroin,2015,0.66,,
Europe,Western and Central Europe,Greece,Opioids,ARQ / ESPAD,-,2015,1.81,,
Europe,Western and Central Europe,Greenland,Opioids,ESPAD,-,2003,1,,1
Europe,Western and Central Europe,Hungary,Opioids,ESPAD,-,2007,1.3,,
Europe,Western and Central Europe,Hungary,Opioids,ESPAD,Heroin,2015,1.4,,
Europe,Western and Central Europe,Iceland,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Iceland,Opioids,ESPAD,Heroin,2015,1,,
Europe,Western and Central Europe,Ireland,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Ireland,Opioids,ARQ,Heroin,2011,1,,
Europe,Western and Central Europe,Ireland,Opioids,ARQ,Heroin,2015,0.4,,
Europe,Western and Central Europe,Ireland,Opioids,ARQ,Heroin,2017,0.4,,
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2010,0.8,0.4,0.5
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2012,0.33,0.19,0.25
Europe,Western and Central Europe,Italy,Opioids,ARQ,-,2013,1.22,0.38,0.71
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2013,0.48,0.19,0.32
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin. Male.,2014,1.8,1.3,1.5
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin. Female.,2014,1,0.6,0.8
Europe,Western and Central Europe,Italy,Opioids,ARQ,-,2015,1.3,0.7,1
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2015,1.3,0.7,1
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2016,1.47,0.94,1.13
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2017,1.05,0.55,0.78
Europe,Western and Central Europe,Italy,Opioids,ARQ,-,2018,1.48,0.53,0.94
Europe,Western and Central Europe,Italy,Opioids,ARQ,Heroin,2018,0.54,0.26,0.39
Europe,Western and Central Europe,Italy,Opioids,ARQ,other illicit opioids,2018,1.28,0.45,0.82
Europe,Western and Central Europe,Latvia,Opioids,ARQ,Heroin; Riga City,2010,1.5,,
Europe,Western and Central Europe,Latvia,Opioids,ESPAD,Heroin,2011,2.3,,
Europe,Western and Central Europe,Latvia,Opioids,ARQ,Heroin,2015,2.1,,
Europe,Western and Central Europe,Liechtenstein,Opioids,ARQ,-,2005,0.2,,0.2
Europe,Western and Central Europe,Liechtenstein,Opioids,ARQ,Heroin,2005,0.2,,0.3
Europe,Western and Central Europe,Liechtenstein,Opioids,ARQ,Heroin,2011,3,,
Europe,Western and Central Europe,Liechtenstein,Opioids,ARQ,-,2011,3,,
Europe,Western and Central Europe,Liechtenstein,Opioids,ARQ,-,2015,0.3,,
Europe,Western and Central Europe,Liechtenstein,Opioids,ARQ,Heroin,2015,0.3,,
Europe,Western and Central Europe,Lithuania,Opioids,ESPAD,-,2007,1.1,,
Europe,Western and Central Europe,Lithuania,Opioids,ARQ,Heroin,2013,1.6,,
Europe,Western and Central Europe,Lithuania,Opioids,ARQ,Heroin,2015,1.3,,
Europe,Western and Central Europe,Luxembourg,Opioids,ARQ,-,1999,1.2,,0.6
Europe,Western and Central Europe,Luxembourg,Opioids,ARQ,-,2010,0.7,,0.5
Europe,Western and Central Europe,Luxembourg,Opioids,National Drug Report 2017,Heroin,2015,0,0,0
Europe,Western and Central Europe,Luxembourg,Opioids,National Drug Report 2017,-,1999,0.8,,0.6
Europe,Western and Central Europe,Luxembourg,Opioids,National Drug Report 2017,-,1999,0.8,,
Europe,Western and Central Europe,Luxembourg,Opioids,National Drug Report 2017,-,2010,1,,
Europe,Western and Central Europe,Luxembourg,Opioids,National Drug Report 2017,-,1999,0.8,,
Europe,Western and Central Europe,Luxembourg,Opioids,National Drug Report 2017,-,2010,0.6,,
Europe,Western and Central Europe,Malta,Opioids,ARQ,Heroin,2007,1.1,,
Europe,Western and Central Europe,Malta,Opioids,ESPAD,Heroin,2011,1,,
Europe,Western and Central Europe,Malta,Opioids,ARQ / ESPAD,Heroin,2015,0.8,,
Europe,Western and Central Europe,Monaco,Opioids,ESPAD,-,2007,2,,
Europe,Western and Central Europe,Monaco,Opioids,ESPAD,Heroin,2015,2,,
Europe,Western and Central Europe,Netherlands,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Netherlands,Opioids,ARQ,Heroin,2007,0.8,0.4,
Europe,Western and Central Europe,Netherlands,Opioids,ARQ,Heroin,2010,0.6,0.2,
Europe,Western and Central Europe,Netherlands,Opioids,ARQ,Heroin,2011,0.6,0.2,
Europe,Western and Central Europe,Netherlands,Opioids,ARQ / ESPAD,-,2015,0.4,0.3,
Europe,Western and Central Europe,Norway,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Poland,Opioids,ARQ,-,2007,1.4,,1
Europe,Western and Central Europe,Poland,Opioids,ARQ,Heroin,2010,1.9,0.5,0.8
Europe,Western and Central Europe,Poland,Opioids,ARQ,Heroin,2012,1.3,,
Europe,Western and Central Europe,Poland,Opioids,ARQ,Polish Heroin,2012,2.4,,
Europe,Western and Central Europe,Poland,Opioids,ARQ,Heroin,2013,1.6,0.7,1
Europe,Western and Central Europe,Poland,Opioids,ARQ,Polish Heroin,2013,1.5,0.4,0.7
Europe,Western and Central Europe,Poland,Opioids,ESPAD,Heroin,2015,2,,
Europe,Western and Central Europe,Poland,Opioids,ARQ,Heroin,2016,1.9,0.7,0.7
Europe,Western and Central Europe,Poland,Opioids,ARQ,Heroin,2018,1.8,1,1.2
Europe,Western and Central Europe,Poland,Opioids,ARQ,Polish Heroin,2018,1.3,0.7,0.8
Europe,Western and Central Europe,Portugal,Opioids,ESPAD,-,2007,2.3,,
Europe,Western and Central Europe,Portugal,Opioids,ESPAD,Opium,2011,2,,
Europe,Western and Central Europe,Portugal,Opioids,ARQ,-,2015,1,,
Europe,Western and Central Europe,Portugal,Opioids,ARQ,Heroin,2015,1,,
Europe,Western and Central Europe,Slovakia,Opioids,ARQ,Heroin,2010,0.6,0.2,0.2
Europe,Western and Central Europe,Slovakia,Opioids,ARQ,Heroin,2015,1,,
Europe,Western and Central Europe,Slovakia,Opioids,ARQ,Heroin,2018,0.7,,
Europe,Western and Central Europe,Slovenia,Opioids,ARQ,Heroin,2007,1.6,,
Europe,Western and Central Europe,Slovenia,Opioids,ARQ,Heroin,2011,1,,
Europe,Western and Central Europe,Slovenia,Opioids,ARQ / ESPAD,Heroin,2015,0.86,,
Europe,Western and Central Europe,Spain,Opioids,ARQ,-,2010,1,0.5,0.6
Europe,Western and Central Europe,Spain,Opioids,ARQ,-,2012,1,0.6,0.7
Europe,Western and Central Europe,Spain,Opioids,ARQ,Heroin,2012,1,0.6,0.7
Europe,Western and Central Europe,Spain,Opioids,ARQ,-,2014,0.6,0.3,0.5
Europe,Western and Central Europe,Spain,Opioids,ARQ,Heroin,2014,0.6,0.3,0.5
Europe,Western and Central Europe,Spain,Opioids,ARQ,-,2016,0.8,0.3,0.6
Europe,Western and Central Europe,Spain,Opioids,ARQ,Heroin,2016,0.8,0.3,0.6
Europe,Western and Central Europe,Sweden,Opioids,ARQ,-,2009,1,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin. Male.,2014,0.4,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin. Female.,2014,0.3,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin. Male.,2015,0.8,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin. Female.,2015,0.2,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin,2016,0.3,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin,2017,0.3,,
Europe,Western and Central Europe,Sweden,Opioids,ARQ,Heroin,2018,0.5,,
Europe,Western and Central Europe,Switzerland,Opioids,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Switzerland,Opioids,ARQ,Heroin. Male.,2014,0.7,,
Europe,Western and Central Europe,Switzerland,Opioids,ARQ,Heroin. Female.,2014,0.3,,
Europe,Western and Central Europe,Switzerland,Opioids,"Addiction Monitoring in Switzerland, July 2017",Heroin,2016,0,0,0
Europe,Western and Central Europe,Switzerland,Opioids,"Addiction Monitoring in Switzerland, July 2017",Methadone,2016,,,0
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Any opiates,2010,1.9,0.7,1.7
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Heroin,2011,1,0.5,0.8
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Any opioids,2012,1.2,0.5,0.9
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Heroin,2012,0.7,0.4,0.5
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Methadone,2012,0.6,0.2,0.5
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Heroin,2013,0.7,0.4,0.5
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Methadone,2013,0.7,0.3,0.6
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Any opioids,2013,1.3,0.5,0.9
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Any opioids,2014,0.6,0.3,0.5
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Heroin,2014,0.3,0.1,0.3
Europe,Western and Central Europe,United Kingdom (England),Opioids,ARQ,Methadone,2014,0.5,0.2,0.4
Europe,Western and Central Europe,United Kingdom (England),Opioids,Government,-,2016,1,0.6,0.9
Europe,Western and Central Europe,United Kingdom (England),Opioids,Government,Heroin,2016,0.7,0.4,0.6
Europe,Western and Central Europe,United Kingdom (England),Opioids,Government,Methadone,2016,0.3,0.3,0.3
Europe,Western and Central Europe,United Kingdom (Scotland),Opioids,Govt.,"Heroin, methadone",2013,1,1,1
Europe,Western and Central Europe,United Kingdom (Scotland),Opioids,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),-,2015,1.6,1,1.4
Europe,Western and Central Europe,United Kingdom (Scotland),Opioids,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Heroin,2015,1.5,0.9,1.3
Europe,Western and Central Europe,United Kingdom (Scotland),Opioids,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Methadone,2015,1.2,0.8,1
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 1996,Methadone,1996,0.37401662,0.1,0.11317353
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 1998,Methadone,1998,1.15497701,0.5,0.5980672
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2000,Methadone,2000,0.59392913,0,0.13096896
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2001/2002,Methadone,2001,0.63498444,0,0.0168943
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2002/2003,Methadone,2002,0.42635561,0.1,0.17223506
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2003/2004,Methadone,2003,0.73394647,0.1,0.25069691
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2004/2005,Methadone,2004,0.33395338,0,0.03863573
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2005/2006,Methadone,2005,0.39729581,0.1,0.07213608
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2006/2007,Methadone,2006,0.27485493,0.07090047,0.12950919
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2007/2008,Methadone,2007,0.28026313,0.04742071,0.12808116
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2008/2009,Methadone,2008,0.17060847,0.00645853,0.00645853
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2009/2010,Methadone,2009,0.37589829,0.10172897,0.19551417
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2010/2011,Methadone,2010,0.77081581,0.1724749,0.36194432
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2011/2012,Methadone,2011,0.85897047,0.3102569,0.40636642
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2012/2013,Methadone,2012,0.42180768,,0.00790607
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2013/2014,Methadone,2013,0.63278061,,0.15853275
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2014/2015,Methadone,2014,0.40539273,0.01884864,0.01884864
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2015/2016,Methadone,2015,0.53244965,0.05107851,0.05107851
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2016/2017,Methadone,2016,0.30657364,0,0.05320871
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 1996,Heroin,1996,0.92129609,0.1,0.350505
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 1998,Heroin,1998,0.93226489,0.2,0.28289398
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2000,Heroin,2000,1.61142268,0.3,0.81267352
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2001/2002,Heroin,2001,0.80978567,0.2,0.29198789
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2002/2003,Heroin,2002,0.83828609,0.2,0.2425644
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2003/2004,Heroin,2003,1.09643203,0.3,0.39708788
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2004/2005,Heroin,2004,0.58769833,0.1,0.16248587
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2005/2006,Heroin,2005,0.53685768,0.1,0.16629502
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2006/2007,Heroin,2006,0.63979331,0.13464512,0.17688131
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2007/2008,Heroin,2007,0.41987331,0.03718683,0.10399578
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2008/2009,Heroin,2008,0.40708336,0.01277135,0.02122974
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2009/2010,Heroin,2009,0.46233482,0.06802167,0.07355728
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2010/2011,Heroin,2010,0.21963316,0.01246456,0.05905866
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2011/2012,Heroin,2011,0.20840839,0.02587401,0.07469508
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2012/2013,Heroin,2012,0.08813393,,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2013/2014,Heroin,2013,0.15600992,,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2014/2015,Heroin,2014,0.03771001,0,0.01885501
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2015/2016,Heroin,2015,0.14209787,0,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2016/2017,Heroin,2016,0.14478916,0,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 1996,All Opiates,1996,1.2,0.1,0.40690048
Africa,Southern Africa,South Africa,Amphetamines,ARQ,Methamphetamine,2008,6.6,,
Africa,Southern Africa,South Africa,Amphetamines,ARQ,Stimulants (inclds Amphetamines),2008,6.9,,
Africa,Southern Africa,South Africa,Amphetamines,ARQ,Cape Town only,2011,2,,
Africa,Southern Africa,South Africa,Amphetamines,ARQ,Methamphetamine,2011,5.5,,
Africa,Southern Africa,South Africa,Amphetamines,ARQ,Prescription stimulants,2011,11.5,,
Africa,Southern Africa,Namibia,Amphetamines,Govt.,Prescription stimulants,2015,8,4,7
Africa,West and Central Africa,Ghana,Amphetamines,ARQ,Amphetamines (inclds. non-ATS stimulants),2007,,,7.6
Africa,West and Central Africa,Ghana,Amphetamines,ARQ,Methamphetamine,2007,,,5
Africa,West and Central Africa,Côte d'Ivoire,Amphetamines,Government,Amphetamine,2017,1.4,0.4,0.8
Africa,West and Central Africa,Côte d'Ivoire,Amphetamines,Government,Methamphetamine,2017,1.5,0.3,0.6
Africa,West and Central Africa,Nigeria,Amphetamines,UNODC Report,Amphetamines,2017,,,0.2
Africa,West and Central Africa,Nigeria,Amphetamines,UNODC Report,Methamphetamine,2017,,,0.1
Africa,West and Central Africa,Cabo Verde,Amphetamines,2018 National Survey on Substance Use and Health (NSSUH),Amphetamine,2018,,,0.3
Africa,East Africa,Kenya,Cocaine,Govt.,-,2007,0.2,0.2,
Africa,East Africa,Kenya,Cocaine,ARQ,Cocaine salts,2016,1.1,0.2,
Africa,North Africa,Morocco,Cocaine,MedSPAD,Cocaine,2009,1.2,0.4,0.7
Africa,North Africa,Morocco,Cocaine,MedSPAD,Crack,2009,0.7,0.4,0.4
Africa,North Africa,Morocco,Cocaine,ARQ,Cocaine salts,2013,1.3,0.1,0.6
Africa,North Africa,Morocco,Cocaine,ARQ,Crack,2013,1.2,0.1,0.6
Africa,North Africa,Morocco,Cocaine,MedSPAD,Cocaine,2013,1.3,,
Africa,North Africa,Morocco,Cocaine,MedSPAD,Crack,2013,1.2,,
Africa,North Africa,Tunisia,Cocaine,MedSPAD,Cocaine,2013,0.52,0.16,0.25
Africa,North Africa,Algeria,Cocaine,ARQ,-,2016,0.71,0.38,0.48
Africa,North Africa,Egypt,Cocaine,MedSPAD,Cocaine,2016,1.1,0.5,0.76
Africa,North Africa,Tunisia,Cocaine,MedSPAD Survey 2016/2017,-,2016,0.4,0.2,0.2
Africa,North Africa,Morocco,Cocaine,MedSPAD,Cocaine,2017,1.3,0.3,0.7
Africa,North Africa,Morocco,Cocaine,MedSPAD,Crack,2017,0.6,0.3,0.4
Africa,Southern Africa,South Africa,Cocaine,ARQ,"Cocaine, any (HCl and/ or Crack); Select regions (Cape Town)",2008,6.7,,
Africa,Southern Africa,South Africa,Cocaine,ARQ,Cape Town only,2011,1,,
Africa,Southern Africa,South Africa,Cocaine,ARQ,-,2011,4.9,,
Africa,Southern Africa,Namibia,Cocaine,Govt.,"Cocaine, Crack Cocaine",2015,3.2,,
Africa,West and Central Africa,Ghana,Cocaine,ARQ,"Cocaine, any (HCl and/ or Crack)",2007,,,2.9
Africa,West and Central Africa,Central African Republic,Cocaine,ARQ,-,2016,2,,
Africa,West and Central Africa,Côte d'Ivoire,Cocaine,Government,Cocaine,2017,2.3,0.6,1
Africa,West and Central Africa,Côte d'Ivoire,Cocaine,Government,Crack,2017,1.4,0.5,0.6
Africa,West and Central Africa,Nigeria,Cocaine,UNODC Report,-,2017,,,0.1
Africa,West and Central Africa,Cabo Verde,Cocaine,2018 National Survey on Substance Use and Health (NSSUH),-,2018,,,1.6
Africa,East Africa,Kenya,Ecstasy,Govt.,-,2007,0.6,0.6,
Africa,North Africa,Tunisia,Ecstasy,MedSPAD,-,2013,0.2,0.15,0.16
Africa,North Africa,Algeria,Ecstasy,ARQ,-,2016,1.81,0.71,1.09
Africa,North Africa,Egypt,Ecstasy,MedSPAD,-,2016,2.16,1.13,1.65
Africa,North Africa,Tunisia,Ecstasy,MedSPAD Survey 2016/2017,-,2016,1.4,0.4,0.9
Africa,North Africa,Tunisia,Ecstasy,,-,2018,,,4.81
Africa,Southern Africa,South Africa,Ecstasy,ARQ,Select regions (Cape Town),2006,3.2,,1.2
Africa,Southern Africa,South Africa,Ecstasy,ARQ,-,2008,6.8,,
Africa,Southern Africa,South Africa,Ecstasy,ARQ,Cape Town only,2011,1,,
Africa,Southern Africa,South Africa,Ecstasy,ARQ,-,2011,3.6,,
Africa,Southern Africa,Namibia,Ecstasy,Govt.,-,2015,3.1,,
Africa,West and Central Africa,Côte d'Ivoire,Ecstasy,Government,-,2017,1.3,0.3,0.5
Africa,West and Central Africa,Nigeria,Ecstasy,UNODC Report,-,2017,,,0.1
Africa,West and Central Africa,Cabo Verde,Ecstasy,2018 National Survey on Substance Use and Health (NSSUH),-,2018,,,1.9
Africa,North Africa,Morocco,Tranquillizers and sedatives,MedSPAD,-,2009,4,1.3,2.2
Africa,North Africa,Algeria,Tranquillizers and sedatives,ARQ,-,2010,0.17,0.03,0.03
Africa,North Africa,Morocco,Tranquillizers and sedatives,MedSPAD,-,2013,5.4,2.3,3.7
Africa,North Africa,Morocco,Tranquillizers and sedatives,MedSPAD,Benzodiazepines,2013,4,2,3
Africa,North Africa,Tunisia,Tranquillizers and sedatives,MedSPAD,-,2013,2.1,0.7,1.1
Africa,North Africa,Kenya,Tranquillizers and sedatives,ARQ,-,2016,0.6,0.1,
Africa,North Africa,Egypt,Tranquillizers and sedatives,MedSPAD,-,2016,5.08,1.67,1.67
Africa,North Africa,Tunisia,Tranquillizers and sedatives,MedSPAD Survey 2016/2017,-,2016,3,1.1,1.4
Africa,North Africa,Morocco,Tranquillizers and sedatives,MedSpad,-,2017,4,2,2
Africa,North Africa,Tunisia,Tranquillizers and sedatives,,-,2018,,,2.47
Africa,Southern Africa,South Africa,Tranquillizers and sedatives,,Methaqualone,2008,7.4,,
Africa,Southern Africa,South Africa,Tranquillizers and sedatives,ARQ,Methaqualone,2011,2.1,,
Africa,Southern Africa,South Africa,Tranquillizers and sedatives,ARQ,Methaqualone,2011,5.4,,
Africa,Southern Africa,Namibia,Tranquillizers and sedatives,Govt.,Methaqualone,2015,0.4,0.1,0.4
Africa,West and Central Africa,Central African Republic,Tranquillizers and sedatives,ARQ,Barbiturates,2017,5,1,
Africa,West and Central Africa,Central African Republic,Tranquillizers and sedatives,ARQ,Benzodiazepines,2017,35,29,
Africa,West and Central Africa,Côte d'Ivoire,Tranquillizers and sedatives,Government,-,2017,9.6,7.3,8.3
